url,category
https://gramunnati.blob.core.windows.net/lead-images/0c1bf725-3c68-4177-9715-9c3b3123b2e4_1722683685373_1722683687.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/0b8d7152-1a7a-4c92-b42c-27129dda6bfa_1722683945043_1722683947.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/2220b249-059f-4446-868e-57908dcabc2b_1722826209676_1722826208.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/aa336a81-a2bf-4797-8c49-6c55eae9daa0_1722828842807_1722828841.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/db88ef73-cec2-4475-aa84-92a6083c7901_1722830164243_1722830165.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/ef1a40c6-1d4d-4623-88b4-1610dc35e544_1722830313073_1722830314.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/40a6d196-9c05-4c80-a7a5-caf53cd95f6b_1722830431954_1722830433.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/be061ef2-ff77-48d9-a4a3-52dc74403560_1722831102107_1722831101.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/a1069982-e4a1-47a0-aa27-db51f9a42605_1722857162225_1722857163.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/1fdeec01-3bc3-42aa-92da-b9fdb4408c19_1722859703833_1722859704.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/9c2fdcb9-0788-41b3-a024-c67c5e8bd081_1722861683740_1722861683.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/76c53821-1a94-433a-b87e-3a8d2dfa723e_1722913369808_1722913370.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/db43f23d-6a50-4335-a63c-bfecd532d7dc_1722918785620_1722918785.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/fd68c06d-aaa3-49ef-aae5-7f4c32dc55dc_1722922715789_1722922716.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/7869cfdd-f7f6-41cf-a9b4-8494cf63c80d_1722923530855_1722923531.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/7869cfdd-f7f6-41cf-a9b4-8494cf63c80d_1722923542392_1722923542.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/399a906e-adaa-4543-9e42-4d4a274f898a_1722940736574_1722940737.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/bd0a6262-46c5-43d4-8f73-e44735732e1c_1722941009063_1722941010.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/e51a8f89-c419-4c05-8cc9-a7a55879c897_1722941903440_1722941904.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/1dbb4cd7-3de1-4fe6-ac41-121617df0b37_1722942490878_1722942491.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/533e48cc-e4c5-4ed1-ad37-9a176485bf67_1722942666842_1722942667.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/1979ccd6-9e6a-4ca4-a0d3-b50f848fc37f_1722942871153_1722942872.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/b4ccf7c0-2138-406f-9f83-c9903b3696bd_1722943526570_1722943527.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/0095bf65-7f6e-48cf-b9fd-810d0f86e1f0_1722943838377_1722943839.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/156fa369-ba03-4b61-bcc4-db03692ba5ad_1722950349924_1722950350.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/cacc036d-6aae-492f-96a0-6d7a1c65f270_1723004847005_1723004847.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/cd7505f0-3905-4c96-905b-a152107e5bbb_1723022615020_1723022615.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/bafe81dc-cc55-4057-beec-e156df7bbcea_1723022858768_1723022858.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/03ec4e3a-8cd0-4c59-8772-8b67c644c171_1723023026103_1723023026.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/f348f0d8-041e-42e9-8550-54afe7b55180_1723023517330_1723023517.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/a201d90c-2c21-4e93-9337-72f371dd1ff4_1723029320615_1723029320.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/2b49ab17-97cf-4f5d-b045-37d3c4b4fd51_1723090775101_1723090775.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/2b49ab17-97cf-4f5d-b045-37d3c4b4fd51_1723090789794_1723090790.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/a81d6124-38d7-489c-b2f3-37e7900355a4_1723091043025_1723091043.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/5769d035-e3fc-454e-acdc-96fb0818d109_1723097080844_1723097080.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/5769d035-e3fc-454e-acdc-96fb0818d109_1723097115902_1723097115.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/9d3090aa-3490-440f-8afc-536dc5a7bdce_1723117060908_1723117059.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/ea516441-9333-43a3-859a-03539c7f0e6b_1723118188345_1723118187.jpg,inputs
https://gramunnati.blob.core.windows.net/lead-images/4e772888-f62c-4728-a711-6ce6ed13e15b_1723169487295_1723169487.jpg,inputs
